"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
70110,"Hacker Evolution: Untold","2010-09-14","exosyphen studios","exosyphen studios",192,148,242,265,0.79,340
70120,"Hacker Evolution Duality","2011-08-15","exosyphen studios","exosyphen studios",176,298,46,46,0.79,474
70210,"Governor of Poker 2 - Premium Edition","2010-10-11","I Sioux Game Productions B.V.","Youdagames",147,29,0,0,14.99,176
70300,"VVVVVV","2010-09-07","Terry Cavanagh","Terry Cavanagh",6719,268,76,74,3.99,6987
70400,"Recettear: An Item Shop's Tale","2010-09-10","EasyGameStation","Carpe Fulgur LLC",5047,183,764,1136,12.99,5230
70420,"Chantelise - A Tale of Two Sisters","2011-07-29","EasyGameStation","Carpe Fulgur LLC",440,148,53,53,6.49,588
70600,"Worms Ultimate Mayhem","2011-09-28","Team17 Digital Ltd","Team17 Digital Ltd",2188,323,689,1285,10.99,2511
70620,"Worms Crazy Golf","2011-10-19","Team17 Digital Ltd","Team17 Digital Ltd",400,88,67,89,6.99,488
70640,"Worms","2011-10-19","Team17 Digital Ltd","Team17 Digital Ltd",319,53,2,4,4.99,372
70650,"Worms Blast","2011-10-19","Team17 Digital Ltd","Team17 Digital Ltd",102,101,23,46,5.59,203
70660,"Worms Pinball","2011-10-19","Team17 Digital Ltd","Team17 Digital Ltd",140,184,11,13,5.59,324
70900,"Star Ruler","2010-09-20","Blind Mind Studios","Blind Mind Studios",229,44,5,5,7.19,273
71000,"Evochron Mercenary","2012-01-16","StarWraith 3D Games LLC","StarWraith 3D Games LLC",322,85,0,0,14.99,407
71230,"Crazy Taxi","2011-03-04","SEGA","SEGA",1240,273,17,22,5.59,1513
71240,"SEGA Bass Fishing","2011-03-04","SEGA","SEGA",325,62,6,8,5.59,387
71260,"Space Channel 5: Part 2","2011-03-04","SEGA","SEGA",687,89,0,0,5.59,776
72000,"Closure","2012-09-07","Eyebrow Interactive","Eyebrow Interactive",680,107,72,100,6.99,787
72400,"Clones","2010-11-18","Tomkorp Computer Solutions Inc.","Tomkorp Computer Solutions Inc.",245,80,210,220,0.79,325
72850,"The Elder Scrolls V: Skyrim","2011-11-10","Bethesda Game Studios","Bethesda Softworks",237303,14951,7089,3885,9.99,252254
73010,"Cities in Motion","2011-02-22","Colossal Order Ltd.","Paradox Interactive",605,179,1,1,14.99,784
73060,"Defenders of Ardania","2012-03-14","Most Wanted Entertainment","Paradox Interactive",32,68,28,55,8.99,100
73170,"Darkest Hour: A Hearts of Iron Game","2011-04-08","Martin Ivanov","Paradox Interactive",1075,144,0,0,7.99,1219
73210,"Sengoku","2011-09-15","Paradox Development Studio","Paradox Interactive",205,110,112,112,7.99,315
73220,"Supreme Ruler: Cold War","2011-07-29","BattleGoat Studios","BattleGoat Studios",113,62,0,0,6.99,175
78000,"Bejeweled® 3","2010-12-07","PopCap Games, Inc.","PopCap Games, Inc.",2670,126,85,158,4.25,2796
80000,"APOX","2011-01-20","BlueGiant Interactive","BlueGiant Interactive",46,113,104,104,11.99,159
80200,"Fate of the World","2011-02-28","Red Redemption","Red Redemption",267,80,123,123,6.99,347
80300,"Puzzle Bots","2010-10-22","Ivy Games","Wadjet Eye Games",109,38,0,0,3.49,147
80310,"Gemini Rue","2011-10-26","Joshua Neurnberger","Wadjet Eye Games",1199,128,97,97,6.99,1327
80330,"The Blackwell Legacy","2012-01-13","Wadjet Eye Games","Wadjet Eye Games",848,107,0,0,3.99,955
80340,"Blackwell Unbound","2012-01-13","Wadjet Eye Games","Wadjet Eye Games",364,27,0,0,3.99,391
80350,"Blackwell Convergence","2012-01-13","Wadjet Eye Games","Wadjet Eye Games",298,14,0,0,3.99,312
80360,"Blackwell Deception","2012-01-13","Wadjet Eye Games","Wadjet Eye Games",312,11,205,263,6.99,323
90200,"Farming Simulator 2011","2010-10-29","Giants Software","Giants Software",338,68,0,0,7.19,406
91100,"SkyDrift","2011-11-21","Digital Reality","HandyGames",771,98,1329,1329,6.99,869
91200,"Anomaly: Warzone Earth","2011-04-08","11 bit studios","11 bit studios",3300,481,200,181,7.99,3781
91330,"Iron Front: Digital War Edition","2012-05-25","X1 Software;AWAR","Deep Silver",434,275,155,155,10.99,709
91600,"Sanctum","2011-04-15","Coffee Stain Studios","Coffee Stain Publishing",2552,296,153,166,7.19,2848
91700,"E.Y.E: Divine Cybermancy","2011-07-29","Streum On Studio","Streum On Studio",4459,906,413,533,6.99,5365
91900,"Post Apocalyptic Mayhem","2011-03-17","Steel Monkeys","Next Dimension Game Adventures Ltd.",1219,225,193,193,6.99,1444
92000,"Hydrophobia: Prophecy","2011-05-09","Dark Energy Digital Ltd.","Dark Energy Digital Ltd.",1270,827,106,180,3.99,2097
92100,"DETOUR","2011-05-16","Geoff 'Zag' Keene;Richard Keene","Geoff 'Zag' Keene",1107,673,180,205,0.79,1780
92200,"Gundemonium Recollection","2011-09-27","Platine Dispositif","Rockin' Android",130,8,78,78,2.79,138
92210,"Hitogata Happa","2011-09-27","Platine Dispositif","Rockin' Android",146,29,5,5,2.79,175
92220,"GundeadliGne","2011-09-27","Platine Dispositif","Rockin' Android",124,22,23,23,2.79,146
92300,"A.R.E.S.: Extinction Agenda","2011-01-19","Extend Studio","Extend Studio;ORiGO GAMES",564,253,191,191,3.99,817
92600,"Xotic","2011-09-16","WXP Games, LLC","WXP Games, LLC",121,39,54,54,7.19,160
92700,"Shadow Harvest: Phantom Ops","2011-04-15","Black Lion Studios","Viva Media",36,79,58,58,6.99,115
92800,"SpaceChem","2011-03-02","Zachtronics","Zachtronics",3700,324,177,143,6.99,4024
92900,"Agricultural Simulator 2011: Extended Edition","2011-02-23","Actalogic","Libredia",84,82,0,0,2.09,166
93200,"Revenge of the Titans","2011-03-16","Puppygames","Puppygames",837,158,121,158,11.39,995
94000,"Dinner Date","2011-03-01","Stout Games","Stout Games",445,371,0,0,2.89,816
94200,"Jamestown","2011-06-08","Final Form Games","Final Form Games",1955,103,79,100,6.99,2058
94300,"The Dream Machine: Chapter 1 & 2","2012-05-11","Cockroach Inc.","The Sleeping Machine",968,85,68,68,2.79,1053
94400,"Nidhogg","2014-01-13","Messhof","Messhof",5480,758,123,184,6.99,6238
94590,"Puzzle Agent 2","2011-06-30","Telltale Games","Telltale Games",588,86,82,82,6.99,674
94620,"Hector: Badge of Carnage - Full Series","2011-04-27","Straandlooper","Telltale Games",172,14,0,0,14.99,186
95000,"Super Splatters","2013-06-26","SpikySnail","SpikySnail",120,35,254,254,6.99,155
95300,"Capsized","2011-04-29","Alientrap","Alientrap",723,212,152,153,5.99,935
95400,"ibb & obb","2014-05-26","Sparpweed;Codeglue","Sparpweed",3125,211,255,284,8.99,3336
95900,"Air Conflicts: Secret Wars","2011-07-15","Games Farm;3Division","Games Farm",167,111,20,20,4.79,278
96000,"The Tiny Bang Story","2011-04-22","Colibri Games","Colibri Games",3923,567,284,303,3.99,4490
96100,"Defy Gravity Extended","2016-03-18","Paul Fisch","Fish Factory Games",7553,1224,158,186,0.79,8777
96200,"Steel Storm: Burning Retribution","2011-05-11","Kot in Action Creative Artel","Kot in Action Creative Artel",181,115,280,280,11.39,296
96800,"Nexuiz","2012-05-10","IllFonic","IllFonic;Psyop Games",167,105,9,9,7.99,272
97000,"Solar 2","2011-06-17","Murudai","Murudai",1540,158,229,402,6.99,1698
97100,"Section 8®: Prejudice™","2011-05-04","TimeGate Studios","Atari",707,217,53,53,6.99,924
97330,"Magic: The Gathering - Duels of the Planeswalkers 2013","2012-06-20","Stainless Games","Wizards of the Coast LLC",921,130,1070,1903,6.99,1051
98100,"Trauma","2011-08-08","Krystian Majewski","Krystian Majewski",402,182,7,7,4.39,584
98200,"Frozen Synapse","2011-05-26","Mode 7","Mode 7",1990,430,183,227,18.99,2420
98300,"Toy Soldiers","2012-04-27","Signal Studios","Microsoft Studios",1032,108,148,148,4.99,1140
98400,"Hard Reset Extended Edition","2012-07-12","Flying Wild Hog","Good Shepherd Entertainment",3225,656,158,275,9.99,3881
98500,"Naval Warfare","2011-05-25","Game Distillery s.r.o.","Immanitas Entertainment GmbH",134,121,0,0,1.99,255
98600,"Demolition Inc.","2011-09-19","Zeroscale","Zeroscale",197,53,101,155,4.79,250
98800,"Dungeons of Dredmor","2011-07-13","Gaslamp Games, Inc.","Gaslamp Games, Inc.",3879,235,800,1302,3.49,4114
98900,"Alien Hallway","2011-08-19","Sigma Team Inc.","Sigma Team Inc.",141,91,0,0,3.99,232
99100,"Dungeons and Dragons: Daggerdale","2011-06-24","Bedlam Games","Atari",97,283,0,0,10.99,380
99300,"Renegade Ops","2011-10-26","Avalanche Studios","SEGA",1773,297,18,28,9.99,2070
99400,"Garshasp: The Monster Slayer","2011-05-09","Dead Mage","Digital Dragon",156,166,0,0,3.99,322
99410,"Garshasp: Temple of the Dragon","2012-09-24","Dead Mage","Digital Dragon",40,81,0,0,3.99,121
99700,"NightSky","2011-03-01","Nicalis, Inc.","Nicalis, Inc.",748,100,21,32,6.99,848
102200,"Runespell: Overture","2011-07-20","Mystic Box","Mystic Box",257,76,96,127,7.99,333
102500,"Kingdoms of Amalur: Reckoning™","2012-02-09","Big Huge Games;38 Studios","38 Studios;Electronic Arts",8523,1201,252,170,19.99,9724
102600,"Orcs Must Die!","2011-10-11","Robot Entertainment","Robot Entertainment",5371,180,159,195,7.99,5551
102810,"Gatling Gears","2011-08-30","Vanguard Games","Vanguard Games",87,20,21,21,7.99,107
102840,"Shank 2","2012-02-07","Klei Entertainment","Klei Entertainment",1707,373,297,256,7.19,2080
102850,"Warp","2012-03-21","Trapdoor Inc.","Electronic Arts",199,74,0,0,7.99,273
104000,"iBomber Defense","2011-05-26","Cobra Mobile","Cobra Mobile",148,51,112,112,2.99,199
104020,"Storm in a Teacup","2012-01-19","Cobra Mobile","Cobra Mobile",91,38,0,0,2.99,129
104200,"BEEP","2011-05-06","Big Fat Alien","Big Fat Alien",4036,731,140,147,1.59,4767
104900,"ORION: Prelude","2013-04-16","Spiral Game Studios","DANKIE",22057,7558,263,98,0.79,29615
105000,"A New Beginning - Final Cut","2012-12-11","Daedalic Entertainment","Daedalic Entertainment",1000,314,101,186,7.99,1314
105100,"Lume","2011-05-09","State of Play Games","State of Play Games",206,251,8,8,4.79,457
105300,"Critical Mass","2011-06-20","Manic Game Studios","Manic Game Studios",293,77,0,0,1.59,370
105420,"Ms. Splosion Man","2013-04-03","Twisted Pixel Games","Microsoft Studios",167,49,0,0,6.99,216
105450,"Age of Empires® III: Complete Collection","2012-01-05","Ensemble Studios","Microsoft Studios",13759,1801,902,211,29.99,15560
105600,"Terraria","2011-05-16","Re-Logic","Re-Logic",255600,7797,5585,1840,6.99,263397
105700,"Tobe's Vertical Adventure","2011-07-18","Secret Base","Secret Base",80,50,17,17,0.79,130
105800,"PixelJunk™ Eden","2012-02-02","Q-Games Ltd.","Q-Games Ltd.",558,140,65,74,6.99,698
107100,"Bastion","2011-08-16","Supergiant Games","Supergiant Games",27887,1098,391,234,11.39,28985
107200,"Space Pirates and Zombies","2011-08-15","MinMax Games Ltd.","MinMax Games Ltd.",2315,202,225,282,6.99,2517
107410,"Arma 3","2013-09-12","Bohemia Interactive","Bohemia Interactive",105034,12524,18823,3621,29.99,117558
107600,"Waves","2011-11-16","Squid In A Box Ltd","Squid In A Box Ltd",974,60,11,11,3.99,1034
108110,"Starpoint Gemini","2012-02-16","Little Green Men Games","Iceberg Interactive",35,75,0,0,10.59,110
108200,"Ticket to Ride","2012-05-24","Days of Wonder","Days of Wonder;Asmodee Digital",1476,283,607,607,6.99,1759
108500,"Vessel","2012-03-01","Strange Loop Games","IndiePub",540,70,21,25,14.99,610
108600,"Project Zomboid","2013-11-08","The Indie Stone","The Indie Stone",17273,2606,658,701,9.99,19879
108700,"Death Rally","2012-08-03","Remedy Entertainment;Mountain Sheep;Cornfox & Brothers","Remedy Entertainment",376,158,0,0,6.99,534
108710,"Alan Wake","2012-02-16","Remedy Entertainment","Remedy Entertainment",22962,2163,239,228,11.39,25125
108800,"Crysis 2 - Maximum Edition","2011-03-22","Crytek Studios","Electronic Arts",6724,1432,176,208,19.99,8156
109500,"Fowl Space","2012-03-21","Pixelante Game Studios","Pixelante Game Studios",116,77,0,0,3.99,193
110400,"inMomentum","2011-10-31","Digital Arrow","White Rabbit Interactive",117,40,0,0,6.99,157
110800,"L.A. Noire","2011-11-08","Team Bondi;Rockstar Leeds","Rockstar Games",14096,2315,428,478,19.99,16411
111100,"Snuggle Truck","2012-02-03","Owlchemy Labs","Owlchemy Labs",363,81,199,199,3.99,444
111400,"Bunch of Heroes","2011-09-21","NGD Studios","NGD Studios",180,206,27,29,3.99,386
111600,"Serious Sam Double D XXL","2011-08-30","Mommy's Best Games","Devolver Digital;Croteam",514,92,527,527,6.99,606
112100,"Avadon: The Black Fortress","2011-08-17","Spiderweb Software","Spiderweb Software",342,76,13,13,6.99,418
113020,"Monaco: What's Yours Is Mine","2013-04-24","Pocketwatch Games","Pocketwatch Games",7237,749,183,135,10.99,7986
113200,"The Binding of Isaac","2011-09-28","Edmund McMillen and Florian Himsl","Edmund McMillen",43227,1923,1849,567,3.99,45150
115100,"Costume Quest","2011-10-14","Double Fine Productions","Double Fine Productions",2635,210,219,227,6.99,2845
115110,"Stacking","2012-03-06","Double Fine Productions","Double Fine Productions",1271,155,238,238,6.99,1426
115120,"Iron Brigade","2012-08-13","Double Fine Productions","Double Fine Productions",573,124,21,31,10.99,697
115200,"Cossacks II: Napoleonic Wars","2011-08-26","GSC Game World","GSC World Publishing",151,183,17,17,3.99,334
115210,"American Conquest","2011-08-26","GSC Game World","GSC World Publishing",180,92,0,0,3.99,272
115220,"American Conquest: Fight Back","2011-08-26","GSC Game World","GSC World Publishing",151,73,2,3,3.99,224
115320,"Prototype 2","2012-07-26","Radical Entertainment","Activision",5411,2244,698,953,19.99,7655
115800,"Owlboy","2016-11-01","D-Pad Studio","D-Pad Studio",3542,555,613,534,18.99,4097
116100,"Super Toy Cars","2014-06-06","Eclipse Games","Eclipse Games",201,132,0,0,6.99,333
200010,"Quantum Conundrum","2012-06-21","Airtight Games","Square Enix",1224,225,162,220,6.99,1449
200020,"Global Ops: Commando Libya","2011-10-26","Spectral Games","Immanitas Entertainment GmbH",131,191,0,0,3.99,322
200130,"Puzzler World 2","2011-10-24","Ideas Pad","Puzzler",150,44,61,61,4.99,194
200150,"Battle Chess: Game of Kings™","2015-12-11","Olde Sküül;Sculptured Software","Interplay Entertainment Corp.",94,110,0,0,22.99,204
200170,"Worms Revolution","2012-10-10","Team17 Digital Ltd","Team17 Digital Ltd",3922,686,445,259,10.99,4608
200190,"Sideway™ New York","2011-11-15","Playbrains;Fuel Entertainment","Playbrains",68,40,0,0,6.99,108
200230,"Off-Road Drive","2011-09-29","1C-Avalon","1C Entertainment",286,177,0,0,3.99,463
200260,"Batman: Arkham City - Game of the Year Edition","2012-09-07","Rocksteady Studios;Feral Interactive (Mac)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",25995,1255,1554,618,14.99,27250
200370,"A Game of Dwarves","2012-10-23","Zeal Game Studio","Paradox Interactive",275,167,991,991,7.99,442
200390,"Oil Rush","2012-01-25","Unigine Corp.","Unigine Corp.",173,170,9,9,5.59,343
200490,"Memento Mori","2012-11-09","Bohemia Interactive","Bohemia Interactive",68,48,4,4,9.99,116
200510,"XCOM: Enemy Unknown","2012-10-11","Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)","2K;Feral Interactive (Mac);Feral Interactive (Linux)",36630,2072,1470,1049,14.99,38702
200550,"Dungeons - The Dark Lord","2011-09-27","Realmforge Studios","Kalypso Media Digital",65,113,3,3,14.99,178
200670,"Disciples III - Resurrection","2011-10-11","Akella;.dat","Kalypso Media Digital",54,101,0,0,9.99,155
200710,"Torchlight II","2012-09-20","Runic Games","Runic Games",29539,1757,1037,508,14.99,31296
200900,"Cave Story+","2011-11-22","Nicalis, Inc.;Studio Pixel","Nicalis, Inc.",5120,230,150,152,10.99,5350
201290,"Sins of a Solar Empire: Trinity®","2011-11-16","Ironclad Games;Stardock Entertainment","Stardock Entertainment",428,149,145,145,15.49,577
201420,"Toki Tori 2+","2013-07-11","Two Tribes","Two Tribes",671,130,109,149,10.99,801
201480,"Serious Sam: The Random Encounter","2011-10-24","Vlambeer;Croteam","Devolver Digital",330,310,18,18,3.99,640
201490,"Airline Tycoon 2","2011-10-24","b-Alive","Kalypso Media Digital",61,386,0,0,6.99,447
201510,"Flatout 3: Chaos & Destruction","2011-12-13","Team 6 Studios","Strategy First",290,1874,19,19,6.99,2164
201570,"Really Big Sky","2012-02-24","Boss Baddie","Ripstone",1429,462,247,281,3.99,1891
201790,"Orcs Must Die! 2","2012-07-30","Robot Entertainment","Robot Entertainment",13321,682,429,244,11.99,14003
201810,"Wolfenstein: The New Order","2014-05-19","Machine Games","Bethesda-Soft",26727,3011,539,630,14.99,29738
201870,"Assassin's Creed® Revelations","2011-11-30","Ubisoft Montreal","Ubisoft",5912,1055,1153,1306,12.49,6967
202130,"Impire","2013-02-14","Cyanide Montreal","Paradox Interactive",167,208,76,76,14.99,375
202200,"Galactic Civilizations® II: Ultimate Edition","2011-12-02","Stardock Entertainment","Stardock Entertainment",894,300,13,17,14.99,1194
202310,"Ridge Racer™ Unbounded","2012-03-29","BUGBEAR","BANDAI NAMCO Entertainment",541,450,0,0,7.99,991
202410,"Scoregasm","2012-02-08","RC Knight","Charlie's Games",107,22,17,17,3.99,129
202690,"Hegemony Gold: Wars of Ancient Greece","2012-03-30","Longbow Games","Longbow Games",117,4,5,5,10.99,121
202710,"Demigod","2011-12-14","Gas Powered Games","Stardock Entertainment",564,212,149,270,7.19,776
202730,"Dynamite Jack","2012-05-10","Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",345,56,9,9,7.19,401
202750,"Alan Wake's American Nightmare","2012-05-22","Remedy Entertainment","Remedy Entertainment",3598,1468,71,123,6.19,5066
202970,"Call of Duty®: Black Ops II","2012-11-12","Treyarch","Activision",25827,4658,524,400,39.99,30485
203140,"Hitman: Absolution™","2012-11-19","Io-Interactive A/S;Feral Interactive (Mac)","Io-Interactive A/S;Feral Interactive (Mac)",23277,2478,650,400,14.99,25755
203160,"Tomb Raider","2013-03-04","Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux)","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)",93509,4103,527,475,14.99,97612
203210,"Titan Attacks!","2012-02-03","Puppygames","Puppygames",790,79,189,189,7.19,869
203350,"King's Bounty: Warriors of the North","2012-10-25","1C-SoftClub","1C Entertainment",727,156,593,798,6.99,883
203510,"Fortune Summoners","2012-01-30","Lizsoft","Carpe Fulgur LLC",581,93,27,27,12.99,674
203560,"Containment: The Zombie Puzzler","2012-03-02","Bootsnake Games","Bootsnake Games",203,47,0,0,3.99,250
203630,"Warlock - Master of the Arcane","2012-05-08","Ino-Co Plus","Paradox Interactive",1811,293,115,136,18.99,2104
203650,"Sonic the Hedgehog 4 - Episode II","2012-05-14","SEGA","SEGA",663,206,577,1121,5.99,869
203680,"F1 RACE STARS™","2012-11-15","Codemasters Birmingham","Codemasters",689,215,42,61,10.99,904
203750,"Binary Domain","2012-04-26","Devil's Details","SEGA",4416,742,639,1242,9.99,5158
203770,"Crusader Kings II","2012-02-14","Paradox Development Studio","Paradox Interactive",31668,4187,1366,272,29.99,35855
203830,"The Dark Eye: Chains of Satinav","2012-06-22","Daedalic Entertainment","Daedalic Entertainment",1279,199,290,566,26.99,1478
203990,"SATAZIUS","2011-12-16","ASTRO PORT","Nyu Media",211,24,87,124,4.79,235
204030,"Fable - The Lost Chapters","2011-12-19","Lionhead Studios","Microsoft Studios",4384,364,494,555,6.99,4748
204060,"Superbrothers: Sword & Sworcery EP","2012-04-16","Capybara;Superbrothers;Jim Guthrie","Capybara Games",1764,489,73,65,4.99,2253
204100,"Max Payne 3","2012-05-31","Rockstar Studios","Rockstar Games",21581,4374,464,531,14.99,25955
204120,"LEGO® Harry Potter: Years 5-7","2012-01-05","Traveller's Tales","Warner Bros. Interactive Entertainment",628,104,1904,1904,14.99,732
